9.823383e-01 9.998500e-01
1.013541e+00 9.998500e-01
9.203064e-01 9.983527e-01
1.076029e+00 9.983527e-01
8.893267e-01 9.968599e-01
1.111422e+00 9.968599e-01
8.659572e-01 9.953715e-01
1.137051e+00 9.953715e-01
8.463351e-01 9.938876e-01
1.158250e+00 9.938876e-01
8.291245e-01 9.924081e-01
1.176832e+00 9.924081e-01
8.136408e-01 9.909330e-01
1.193590e+00 9.909330e-01
7.994757e-01 9.894622e-01
1.208988e+00 9.894622e-01
7.863610e-01 9.879959e-01
1.223318e+00 9.879959e-01
7.741083e-01 9.865338e-01
1.236776e+00 9.865338e-01
7.625804e-01 9.850761e-01
1.249507e+00 9.850761e-01
7.516730e-01 9.836227e-01
1.261615e+00 9.836227e-01
7.413037e-01 9.821736e-01
1.273181e+00 9.821736e-01
7.314090e-01 9.807287e-01
1.284275e+00 9.807287e-01
7.219354e-01 9.792881e-01
1.294945e+00 9.792881e-01
7.128386e-01 9.778517e-01
1.305240e+00 9.778517e-01
7.040832e-01 9.764195e-01
1.315193e+00 9.764195e-01
6.956382e-01 9.749915e-01
1.324837e+00 9.749915e-01
6.874741e-01 9.735676e-01
1.334197e+00 9.735676e-01
6.795731e-01 9.721480e-01
1.343297e+00 9.721480e-01
6.719085e-01 9.707324e-01
1.352163e+00 9.707324e-01
6.644651e-01 9.693210e-01
1.360800e+00 9.693210e-01
6.572421e-01 9.679137e-01
1.369210e+00 9.679137e-01
6.501857e-01 9.665104e-01
1.377490e+00 9.665104e-01
6.433467e-01 9.651112e-01
1.385484e+00 9.651112e-01
6.366274e-01 9.637161e-01
1.393448e+00 9.637161e-01
6.301251e-01 9.623250e-01
1.401082e+00 9.623250e-01
6.237158e-01 9.609379e-01
1.408749e+00 9.609379e-01
6.175002e-01 9.595548e-01
1.416117e+00 9.595548e-01
6.113957e-01 9.581756e-01
1.423406e+00 9.581756e-01
6.054017e-01 9.568005e-01
1.430620e+00 9.568005e-01
5.995486e-01 9.554292e-01
1.437645e+00 9.554292e-01
5.938137e-01 9.540619e-01
1.444558e+00 9.540619e-01
5.881874e-01 9.526985e-01
1.451383e+00 9.526985e-01
5.826694e-01 9.513390e-01
1.458101e+00 9.513390e-01
5.772563e-01 9.499834e-01
1.464713e+00 9.499834e-01
5.719339e-01 9.486316e-01
1.471226e+00 9.486316e-01
5.666978e-01 9.472837e-01
1.477648e+00 9.472837e-01
5.615557e-01 9.459396e-01
1.483985e+00 9.459396e-01
5.565040e-01 9.445993e-01
1.490242e+00 9.445993e-01
5.515391e-01 9.432627e-01
1.496418e+00 9.432627e-01
5.466578e-01 9.419300e-01
1.502516e+00 9.419300e-01
5.418570e-01 9.406010e-01
1.508539e+00 9.406010e-01
5.371337e-01 9.392758e-01
1.514489e+00 9.392758e-01
5.324852e-01 9.379543e-01
1.520370e+00 9.379543e-01
5.279086e-01 9.366365e-01
1.526183e+00 9.366365e-01
5.233859e-01 9.353225e-01
1.531929e+00 9.353225e-01
5.189198e-01 9.340120e-01
1.537611e+00 9.340120e-01
5.145198e-01 9.327053e-01
1.543229e+00 9.327053e-01
5.101832e-01 9.314022e-01
1.548785e+00 9.314022e-01
5.059069e-01 9.301028e-01
1.554278e+00 9.301028e-01
5.016882e-01 9.288069e-01
1.559709e+00 9.288069e-01
4.975244e-01 9.275147e-01
1.565085e+00 9.275147e-01
4.934130e-01 9.262261e-01
1.570399e+00 9.262261e-01
4.893517e-01 9.249410e-01
1.575650e+00 9.249410e-01
4.853383e-01 9.236595e-01
1.580839e+00 9.236595e-01
4.813709e-01 9.223816e-01
1.585964e+00 9.223816e-01
4.774479e-01 9.211072e-01
1.591028e+00 9.211072e-01
4.735680e-01 9.198363e-01
1.596030e+00 9.198363e-01
4.697298e-01 9.185689e-01
1.600971e+00 9.185689e-01
4.659325e-01 9.173050e-01
1.605851e+00 9.173050e-01
4.621536e-01 9.160445e-01
1.610672e+00 9.160445e-01
4.584052e-01 9.147875e-01
1.615435e+00 9.147875e-01
4.546982e-01 9.135340e-01
1.620141e+00 9.135340e-01
4.510318e-01 9.122839e-01
1.624791e+00 9.122839e-01
4.474055e-01 9.110372e-01
1.629385e+00 9.110372e-01
4.438188e-01 9.097939e-01
1.633926e+00 9.097939e-01
4.402712e-01 9.085540e-01
1.638414e+00 9.085540e-01
4.367624e-01 9.073175e-01
1.642850e+00 9.073175e-01
4.332923e-01 9.060844e-01
1.647235e+00 9.060844e-01
4.298605e-01 9.048545e-01
1.651570e+00 9.048545e-01
4.264671e-01 9.036281e-01
1.655856e+00 9.036281e-01
4.231119e-01 9.024049e-01
1.660094e+00 9.024049e-01
4.197949e-01 9.011851e-01
1.664285e+00 9.011851e-01
4.165164e-01 8.999685e-01
1.668428e+00 8.999685e-01
4.132763e-01 8.987552e-01
1.672526e+00 8.987552e-01
4.100750e-01 8.975452e-01
1.676577e+00 8.975452e-01
4.069128e-01 8.963385e-01
1.680583e+00 8.963385e-01
4.037901e-01 8.951349e-01
1.684543e+00 8.951349e-01
4.007073e-01 8.939347e-01
1.688459e+00 8.939347e-01
3.976650e-01 8.927376e-01
1.692329e+00 8.927376e-01
3.946641e-01 8.915437e-01
1.696158e+00 8.915437e-01
3.917052e-01 8.903530e-01
1.699942e+00 8.903530e-01
3.887893e-01 8.891655e-01
1.703681e+00 8.891655e-01
3.859176e-01 8.879812e-01
1.707375e+00 8.879812e-01
3.830913e-01 8.868000e-01
1.711022e+00 8.868000e-01
3.803116e-01 8.856219e-01
1.714622e+00 8.856219e-01
3.775801e-01 8.844470e-01
1.718176e+00 8.844470e-01
3.748984e-01 8.832752e-01
1.721683e+00 8.832752e-01
3.722682e-01 8.821065e-01
1.725142e+00 8.821065e-01
3.696912e-01 8.809408e-01
1.728554e+00 8.809408e-01
3.671690e-01 8.797783e-01
1.731920e+00 8.797783e-01
3.647031e-01 8.786188e-01
1.735240e+00 8.786188e-01
3.622947e-01 8.774624e-01
1.738517e+00 8.774624e-01
3.599306e-01 8.763090e-01
1.741755e+00 8.763090e-01
3.576219e-01 8.751586e-01
1.744960e+00 8.751586e-01
3.553685e-01 8.740113e-01
1.748141e+00 8.740113e-01
3.531642e-01 8.728669e-01
1.751315e+00 8.728669e-01
3.509967e-01 8.717256e-01
1.754507e+00 8.717256e-01
3.476011e-01 8.705872e-01
1.756648e+00 8.705872e-01
3.456927e-01 8.694518e-01
1.762043e+00 8.694518e-01
3.436549e-01 8.683194e-01
1.773653e+00 8.683194e-01
3.448178e-01 8.671899e-01
1.777440e+00 8.671899e-01
3.390669e-01 8.660633e-01
1.794913e+00 8.660633e-01
3.366240e-01 8.649397e-01
