0.101196 0.000000 1.000000 0.000000
2.200457 0.000000 1.000000 0.000000
2.023324 0.167932 1.000000 0.100000
0.099189 0.039189 1.000000 0.100000
1.864511 0.316981 1.000000 0.200000
0.099085 0.075589 1.000000 0.200000
1.718637 0.448367 1.000000 0.300000
0.099377 0.109974 1.000000 0.300000
1.586109 0.563624 1.000000 0.400000
0.102865 0.147102 1.000000 0.400000
1.468140 0.665624 1.000000 0.500000
0.103615 0.179630 1.000000 0.500000
1.361454 0.755300 1.000000 0.600000
0.104299 0.210731 1.000000 0.600000
1.264758 0.834074 1.000000 0.700000
0.104940 0.240547 1.000000 0.700000
0.119020 0.777964 0.200000 1.000000
0.303270 1.279674 0.200000 1.000000
0.112517 0.625748 0.300000 1.000000
0.452858 1.301087 0.300000 1.000000
0.110489 0.539402 0.400000 1.000000
0.573680 1.272185 0.400000 1.000000
0.109451 0.479844 0.500000 1.000000
0.675807 1.230136 0.500000 1.000000
0.108778 0.434986 0.600000 1.000000
0.764004 1.184766 0.600000 1.000000
0.108275 0.399433 0.700000 1.000000
0.841311 1.139773 0.700000 1.000000
0.112495 0.625000 0.200000 0.800000
0.453779 1.300981 0.200000 0.800000
0.109152 0.460489 0.300000 0.700000
0.712687 1.212076 0.300000 0.700000
0.107615 0.351909 0.400000 0.600000
0.955367 1.066258 0.400000 0.600000
1.183316 0.898364 0.500000 0.500000
0.105512 0.267134 0.500000 0.500000
1.402096 0.721464 0.600000 0.400000
0.104036 0.198680 0.600000 0.400000
1.618800 0.541178 0.700000 0.300000
0.106307 0.144044 0.700000 0.300000
1.817616 0.360300 0.800000 0.200000
0.099219 0.086680 0.800000 0.200000
2.011048 0.179114 0.900000 0.100000
0.099105 0.041837 0.900000 0.100000
